LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
8700,Newport,RI,02840,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-01
8700,Providence,RI,02903,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8700,Cranston,RI,02905,561499,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,"Citizens Bank, National Association",RI-02
8700,Pawtucket,RI,02860,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8700,West Warwick,RI,02893,324121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8700,CRANSTON,RI,02920,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8700,Warwick,RI,02888,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8700,Bristol,RI,02809,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8700,Providence,RI,02906,511120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8700,Lincoln,RI,02865,812112,Subchapter S Corporation,Unanswered,Female Owned,Veteran,,,04/16/2020,"Citizens Bank, National Association",RI-01
8700,NEWPORT,RI,02840,541618,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/29/2020,BankNewport,RI-01
8700,West warwick,RI,02893,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-02
8700,EAST GREENWICH,RI,02818,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Centreville Bank,RI-02
8700,Providence,RI,02906,611710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,"Citizens Bank, National Association",RI-01
8700,Bristol,RI,02809,541618,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/28/2020,"Citizens Bank, National Association",RI-01
8700,chepachet,RI,02814,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
8700,FOSTER,RI,02825,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,05/11/2020,Centreville Bank,RI-02
8700,Pawtucket,RI,02860,446199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
8700,JOHNSTON,RI,02919,531390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Bank Rhode Island,RI-02
8700,North Kingstown,RI,02852,453910,Corporation,Unanswered,Unanswered,Unanswered,,,05/12/2020,"Citizens Bank, National Association",RI-02
8700,COVENTRY,RI,02816,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/27/2020,Centreville Bank,RI-02
8700,WEST KINGSTON,RI,02892,561730,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,3,04/14/2020,Navigant CU,RI-02
8700,PROVIDENCE,RI,02906,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/22/2020,"Citizens Bank, National Association",RI-01
8700,WESTERLY,RI,02891,531311,Corporation,White,Male Owned,Non-Veteran,,1,04/28/2020,Westerly Community CU,RI-02
8700,west warwick,RI,02893,512240,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-02
8700,WOONSOCKET,RI,02895,312120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Centreville Bank,RI-01
8700,WOONSOCKET,RI,02895,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,Dean Co-Operative Bank,RI-01
8700,north smithfield,RI,02896,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
8690,MANVILLE,RI,02838,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/14/2020,Navigant CU,RI-01
8682,BRISTOL,RI,02809,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,05/03/2020,"Bank of America, National Association",RI-01
8670.93,North Providence,RI,02904,312120,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,Celtic Bank Corporation,RI-01
8667,NARRAGANSETT,RI,02882,451120,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,3,04/14/2020,The Washington Trust Company of Westerly,RI-02
8666,Providence,RI,02907,812320,Corporation,Unanswered,Male Owned,Non-Veteran,,3,05/03/2020,Customers Bank,RI-02
8660,Wakefield,RI,02879,541890,Corporation,Unanswered,Unanswered,Unanswered,,1,04/27/2020,"Santander Bank, National Association",RI-02
8656,NORTH PROVIDENCE,RI,02904,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Celtic Bank Corporation,RI-01
8654,EAST PROVIDENCE,RI,02914,531390,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,04/29/2020,The Washington Trust Company of Westerly,RI-01
8651.46,WAKEFIELD,RI,02879,541330,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,06/05/2020,Navigant CU,RI-02
8650,RIVERSIDE,RI,02915,541219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/12/2020,Navigant CU,RI-01
8648,BARRINGTON,RI,02806,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,06/04/2020,"Bank of America, National Association",RI-01
8647.5,SOUTH KINGSTOWN,RI,02879,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,Eastern Bank,RI-02
8645,CAROLINA,RI,02812,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,04/29/2020,The Washington Trust Company of Westerly,RI-02
8642,WAKEFIELD,RI,02879,332710,Corporation,Unanswered,Male Owned,Unanswered,,2,05/11/2020,The Washington Trust Company of Westerly,RI-02
8642,NORTH KINGSTOWN,RI,02852,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/30/2020,BankNewport,RI-02
8635,East Providence,RI,02916,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/22/2020,Cross River Bank,RI-01
8633,EAST GREENWICH,RI,02818,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/19/2020,"Santander Bank, National Association",RI-02
8625,North Smithfield,RI,02896,621498,Corporation,Unanswered,Unanswered,Unanswered,,2,05/02/2020,"Santander Bank, National Association",RI-01
8615,PAWTUCKET,RI,02860,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/25/2020,Navigant CU,RI-01
8613.25,WARWICK,RI,02886,523930,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,04/28/2020,The Washington Trust Company of Westerly,RI-02
8605,WARWICK,RI,02889,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/29/2020,HarborOne Bank,RI-02
8604,WARWICK,RI,02886,811111,Corporation,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Greenwood CU,RI-02
8600,Warwick,RI,02886,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8600,NORTH KINGSTOWN,RI,02852,453998,Corporation,Unanswered,Unanswered,Unanswered,,3,04/16/2020,Centreville Bank,RI-02
8600,Providence,RI,02909,812210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,0,04/27/2020,"CRF Small Business Loan Company, LLC",RI-02
8600,CHEPACHET,RI,02814,541512,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,04/03/2020,Navigant CU,RI-02
8600,JHONSTON,RI,02919,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/16/2020,"Citizens Bank, National Association",RI-02
8600,Bristol,RI,02903,541219,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,,05/11/2020,"Citizens Bank, National Association",RI-01
8600,Pawtucket,RI,02861,722310,Corporation,Unanswered,Unanswered,Unanswered,,,05/11/2020,"Citizens Bank, National Association",RI-01
8600,Cranston,RI,02910,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
8600,North Scituate,RI,02857,541613,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,,05/14/2020,"Citizens Bank, National Association",RI-02
8600,Woonsocket,RI,02895,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-01
8600,Johnston,RI,02919,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
8595,PROVIDENCE,RI,02903,531311,Corporation,Unanswered,Male Owned,Non-Veteran,,11,05/04/2020,"Bank of America, National Association",RI-01
8591,NORTH PROVIDENCE,RI,02911,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
8590,North Providence,RI,02911,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-01
8589,PROVIDENCE,RI,02907,541618,Corporation,Unanswered,Unanswered,Unanswered,,3,05/10/2020,"Bank of America, National Association",RI-02
8583,NEWPORT,RI,02840,541820,Corporation,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",RI-01
8573,Warwick,RI,02886,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/30/2020,"Santander Bank, National Association",RI-02
8568,PROVIDENCE,RI,02906,511199,Corporation,Unanswered,Unanswered,Unanswered,,1,05/05/2020,"Bank of America, National Association",RI-01
8554.6,Warwick,RI,02886,314910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,08/04/2020,"Citizens Bank, National Association",RI-02
8542,PROVIDENCE,RI,02909,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/10/2020,"Bank of America, National Association",RI-02
8541,MIDDLETOWN,RI,02842,812990,Corporation,Unanswered,Unanswered,Unanswered,,2,05/03/2020,"Bank of America, National Association",RI-01
8539.8,WAKEFIELD,RI,02879,423910,Corporation,Unanswered,Unanswered,Unanswered,,2,05/04/2020,The Washington Trust Company of Westerly,RI-02
8537,BLOCK ISLAND,RI,02807,451211,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,2,05/18/2020,The Washington Trust Company of Westerly,RI-02
8531,NORTH PROVIDENCE,RI,02911,813110,Professional Association,Unanswered,Male Owned,Unanswered,,4,05/01/2020,"Bank of America, National Association",RI-01
8527,EAST PROVIDENCE,RI,02914,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,WebBank,RI-01
8522,LINCOLN,RI,02865,812310,Corporation,Unanswered,Unanswered,Unanswered,,4,04/08/2020,Bank Rhode Island,RI-01
8514,WARWICK,RI,02886,812111,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/18/2020,BankNewport,RI-02
8513.69,East Greenwich,RI,02818,621399,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,06/15/2020,Celtic Bank Corporation,RI-02
8507,WOONSOCKET,RI,02895,445110,Sole Proprietorship,White,Male Owned,Unanswered,,1,06/24/2020,Navigant CU,RI-01
8505,EAST PROVIDENCE,RI,02914,445220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,08/07/2020,"Santander Bank, National Association",RI-01
8500,LINCOLN,RI,02865,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8500,COVENTRY,RI,02816,423140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/16/2020,Centreville Bank,RI-02
8500,North Providence,RI,02911,722513,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/06/2020,"Citizens Bank, National Association",RI-01
8500,BRISTOL,RI,02809,531311,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,04/29/2020,Fall River Five Cents Savings Bank d/b/a BankFive,RI-01
8500,EXETER,RI,02822,541940,Corporation,Unanswered,Unanswered,Unanswered,,2,04/29/2020,BankNewport,RI-02
8500,Providence,RI,02905,424490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-02
8500,COVENTRY,RI,02816,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/13/2020,Centreville Bank,RI-02
8500,HARRISVILLE,RI,02830,444220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,6,04/13/2020,Navigant CU,RI-01
8500,bristol,RI,02809,531311,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
8500,WARWICK,RI,02886,453998,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,4,04/05/2020,BankNewport,RI-02
8500,Providence,RI,02908,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,10,08/08/2020,MBE Capital Partners,RI-01
8500,PASCOAG,RI,02859,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Hometown Bank,RI-02
8500,PAWTUCKET,RI,02860,238320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/21/2020,"Citizens Bank, National Association",RI-01
8500,PROVIDENCE,RI,02907,811198,Corporation,Unanswered,Unanswered,Unanswered,,3,05/15/2020,BankNewport,RI-02
8500,KINGSTON,RI,02881,447110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,04/28/2020,Bristol County Savings Bank,RI-02
8500,Central Falls,RI,02863,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/03/2020,"Citizens Bank, National Association",RI-01
8500,NEWPORT,RI,02840,812112,Corporation,White,Male Owned,Non-Veteran,,,04/15/2020,Peoples CU,RI-01
8500,warren,RI,02885,711120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/01/2020,"Citizens Bank, National Association",RI-01
8500,CHARLESTOWN,RI,02813,713930,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,04/28/2020,Bank Rhode Island,RI-02
8490,PAWTUCKET,RI,02860,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/10/2020,Bank Rhode Island,RI-01
8487,BRISTOL,RI,02809,541820,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,08/08/2020,BayCoast Bank,RI-01
8484,WARWICK,RI,02888,621330,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,05/02/2020,"Bank of America, National Association",RI-02
8479.01,North Providence,RI,02904,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/03/2020,Celtic Bank Corporation,RI-01
8472,LITTLE COMPTON,RI,02837,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/25/2020,BankNewport,RI-01
8470,JOHNSTON,RI,02919,561710,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,17,04/30/2020,The Washington Trust Company of Westerly,RI-02
8467,PROVIDENCE,RI,02907,713940,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,04/11/2020,"Webster Bank, National Association",RI-02
8467,CRANSTON,RI,02920,524127,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/13/2020,"TD Bank, National Association",RI-02
8463,NORTH KINGSTOWN,RI,02852,541110,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,3,05/08/2020,The Washington Trust Company of Westerly,RI-02
8459,PROVIDENCE,RI,02906,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/11/2020,Greenwood CU,RI-01
8458,COVENTRY,RI,02816,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,Navigant CU,RI-02
8457,Warwick,RI,02888,813940,Partnership,Unanswered,Unanswered,Unanswered,,0,04/15/2020,"TD Bank, National Association",RI-02
8455,Warwick,RI,02888,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/11/2020,Celtic Bank Corporation,RI-02
8455,PROVIDENCE,RI,02906,611430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/02/2020,Navigant CU,RI-01
8454,CHEPACHET,RI,02814,238990,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,5,04/28/2020,Navigant CU,RI-02
8425,NORTH SCITUATE,RI,02857,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5,04/15/2020,Navigant CU,RI-02
8422,WEST WARWICK,RI,02893,621399,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,1,05/21/2020,The Washington Trust Company of Westerly,RI-02
8420,SAUNDERSTOWN,RI,02874,561730,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,0,06/17/2020,Westerly Community CU,RI-02
8420,WARWICK,RI,02889,114119,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,07/28/2020,HarborOne Bank,RI-02
8419,WESTERLY,RI,02891,811111,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,05/11/2020,The Washington Trust Company of Westerly,RI-02
8418,PROVIDENCE,RI,02909,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",RI-02
8415,EAST PROVIDENCE,RI,02914,453991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/08/2020,Pawtucket CU,RI-01
8407,SMITHFIELD,RI,02917,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/15/2020,Navigant CU,RI-01
8405,NORTH PROVIDENCE,RI,02904,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,Pawtucket CU,RI-01
8402,FOSTER,RI,02825,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Navigant CU,RI-02
8400,Lincoln,RI,02865,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-01
8400,BRISTOL,RI,02809,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,04/15/2020,BankNewport,RI-01
8400,Warwick,RI,02886,541330,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,04/16/2020,"Citizens Bank, National Association",RI-02
8400,Cranston,RI,02920,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-02
8400,Providence,RI,02905,611710,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8400,johnston,RI,02919,423110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,04/16/2020,"Citizens Bank, National Association",RI-02
8400,Wakefield,RI,02879,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
8400,Pascoag,RI,02859,238350,Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
8400,NEWPORT,RI,02840,531210,Corporation,Unanswered,Male Owned,Non-Veteran,,3,04/05/2020,Bank Rhode Island,RI-01
8400,BARRINGTON,RI,02806,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/29/2020,Centreville Bank,RI-01
8400,LITTLE COMPTON,RI,02837,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/30/2020,"Santander Bank, National Association",RI-01
8400,PROVIDENCE,RI,02906,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/14/2020,Bank Rhode Island,RI-01
8400,MIDDLETOWN,RI,02842,238210,Corporation,White,Male Owned,Non-Veteran,,3,04/07/2020,BankNewport,RI-01
8400,West Warwick,RI,02893,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/01/2020,"Citizens Bank, National Association",RI-02
8400,EAST GREENWICH,RI,02818,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-02
8400,NEWPORT,RI,02840,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,0,04/15/2020,BankNewport,RI-01
8400,WARREN,RI,02885,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/28/2020,Peoples CU,RI-01
